Metodo_Agregacao;Data;Versao_Dataset;Nome_Aeroporto;Proporção_Viagem;Cidade;Estado;Pais
Daily;2020-05-21;10;Edmonton International;37;Leduc County;Alberta;Canada
Daily;2020-07-03;10;Edmonton International;77;Leduc County;Alberta;Canada
Daily;2020-11-08;10;Edmonton International;91;Leduc County;Alberta;Canada
Daily;2020-09-17;10;Edmonton International;60;Leduc County;Alberta;Canada
Daily;2020-09-28;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-10-07;10;Edmonton International;63;Leduc County;Alberta;Canada
Daily;2020-10-22;10;Edmonton International;83;Leduc County;Alberta;Canada
Daily;2020-05-31;10;Edmonton International;71;Leduc County;Alberta;Canada
Daily;2020-06-14;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-06-28;10;Edmonton International;51;Leduc County;Alberta;Canada
Daily;2020-07-31;10;Edmonton International;67;Leduc County;Alberta;Canada
Daily;2020-10-18;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-10-31;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-05-05;10;Edmonton International;85;Leduc County;Alberta;Canada
Daily;2020-09-02;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-06-08;10;Edmonton International;68;Leduc County;Alberta;Canada
Daily;2020-08-05;10;Edmonton International;97;Leduc County;Alberta;Canada
Daily;2020-08-14;10;Edmonton International;77;Leduc County;Alberta;Canada
Daily;2020-09-21;10;Edmonton International;68;Leduc County;Alberta;Canada
Daily;2020-10-14;10;Edmonton International;82;Leduc County;Alberta;Canada
Daily;2020-11-04;10;Edmonton International;95;Leduc County;Alberta;Canada
Daily;2020-03-25;10;Edmonton International;59;Leduc County;Alberta;Canada
Daily;2020-06-03;10;Edmonton International;70;Leduc County;Alberta;Canada
Daily;2020-08-20;10;Edmonton International;94;Leduc County;Alberta;Canada
Daily;2020-09-23;10;Edmonton International;72;Leduc County;Alberta;Canada
Daily;2020-11-05;10;Edmonton International;74;Leduc County;Alberta;Canada
Daily;2020-05-27;10;Edmonton International;72;Leduc County;Alberta;Canada
Daily;2020-09-06;10;Edmonton International;91;Leduc County;Alberta;Canada
Daily;2020-10-24;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-04-08;10;Edmonton International;45;Leduc County;Alberta;Canada
Daily;2020-04-24;10;Edmonton International;60;Leduc County;Alberta;Canada
Daily;2020-07-24;10;Edmonton International;77;Leduc County;Alberta;Canada
Daily;2020-10-17;10;Edmonton International;85;Leduc County;Alberta;Canada
Daily;2020-10-19;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-04-21;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-04-29;10;Edmonton International;57;Leduc County;Alberta;Canada
Daily;2020-07-07;10;Edmonton International;68;Leduc County;Alberta;Canada
Daily;2020-08-25;10;Edmonton International;81;Leduc County;Alberta;Canada
Daily;2020-10-02;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-03-17;10;Edmonton International;70;Leduc County;Alberta;Canada
Daily;2020-05-25;10;Edmonton International;63;Leduc County;Alberta;Canada
Daily;2020-06-15;10;Edmonton International;76;Leduc County;Alberta;Canada
Daily;2020-08-01;10;Edmonton International;39;Leduc County;Alberta;Canada
Daily;2020-04-14;10;Edmonton International;62;Leduc County;Alberta;Canada
Daily;2020-10-25;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-03-16;10;Edmonton International;63;Leduc County;Alberta;Canada
Daily;2020-04-06;10;Edmonton International;76;Leduc County;Alberta;Canada
Daily;2020-05-01;10;Edmonton International;48;Leduc County;Alberta;Canada
Daily;2020-06-02;10;Edmonton International;56;Leduc County;Alberta;Canada
Daily;2020-06-19;10;Edmonton International;96;Leduc County;Alberta;Canada
Daily;2020-10-26;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-11-09;10;Edmonton International;78;Leduc County;Alberta;Canada
Daily;2020-04-09;10;Edmonton International;44;Leduc County;Alberta;Canada
Daily;2020-05-20;10;Edmonton International;57;Leduc County;Alberta;Canada
Daily;2020-06-23;10;Edmonton International;85;Leduc County;Alberta;Canada
Daily;2020-06-25;10;Edmonton International;62;Leduc County;Alberta;Canada
Daily;2020-09-22;10;Edmonton International;90;Leduc County;Alberta;Canada
Daily;2020-11-13;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-12-01;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-07-01;10;Edmonton International;9;Leduc County;Alberta;Canada
Daily;2020-11-27;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-05-16;10;Edmonton International;33;Leduc County;Alberta;Canada
Daily;2020-06-22;10;Edmonton International;74;Leduc County;Alberta;Canada
Daily;2020-06-29;10;Edmonton International;72;Leduc County;Alberta;Canada
Daily;2020-07-15;10;Edmonton International;72;Leduc County;Alberta;Canada
Daily;2020-07-17;10;Edmonton International;74;Leduc County;Alberta;Canada
Daily;2020-09-07;10;Edmonton International;11;Leduc County;Alberta;Canada
Daily;2020-11-02;10;Edmonton International;95;Leduc County;Alberta;Canada
Daily;2020-07-14;10;Edmonton International;81;Leduc County;Alberta;Canada
Daily;2020-07-23;10;Edmonton International;78;Leduc County;Alberta;Canada
Daily;2020-08-28;10;Edmonton International;86;Leduc County;Alberta;Canada
Daily;2020-11-06;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-11-15;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-03-31;10;Edmonton International;60;Leduc County;Alberta;Canada
Daily;2020-06-20;10;Edmonton International;65;Leduc County;Alberta;Canada
Daily;2020-11-17;10;Edmonton International;75;Leduc County;Alberta;Canada
Daily;2020-11-21;10;Edmonton International;98;Leduc County;Alberta;Canada
Daily;2020-11-28;10;Edmonton International;92;Leduc County;Alberta;Canada
Daily;2020-04-23;10;Edmonton International;18;Leduc County;Alberta;Canada
Daily;2020-07-09;10;Edmonton International;57;Leduc County;Alberta;Canada
Daily;2020-08-11;10;Edmonton International;90;Leduc County;Alberta;Canada
Daily;2020-09-20;10;Edmonton International;51;Leduc County;Alberta;Canada
Daily;2020-10-04;10;Edmonton International;41;Leduc County;Alberta;Canada
Daily;2020-11-16;10;Edmonton International;68;Leduc County;Alberta;Canada
Daily;2020-11-23;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-07-11;10;Edmonton International;72;Leduc County;Alberta;Canada
Daily;2020-07-22;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-08-02;10;Edmonton International;61;Leduc County;Alberta;Canada
Daily;2020-08-21;10;Edmonton International;65;Leduc County;Alberta;Canada
Daily;2020-08-29;10;Edmonton International;33;Leduc County;Alberta;Canada
Daily;2020-09-05;10;Edmonton International;33;Leduc County;Alberta;Canada
Daily;2020-10-21;10;Edmonton International;88;Leduc County;Alberta;Canada
Daily;2020-04-01;10;Edmonton International;61;Leduc County;Alberta;Canada
Daily;2020-05-11;10;Edmonton International;55;Leduc County;Alberta;Canada
Daily;2020-04-18;10;Edmonton International;52;Leduc County;Alberta;Canada
Daily;2020-06-04;10;Edmonton International;60;Leduc County;Alberta;Canada
Daily;2020-06-30;10;Edmonton International;56;Leduc County;Alberta;Canada
Daily;2020-07-19;10;Edmonton International;71;Leduc County;Alberta;Canada
Daily;2020-08-24;10;Edmonton International;57;Leduc County;Alberta;Canada
Daily;2020-09-30;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-10-12;10;Edmonton International;40;Leduc County;Alberta;Canada
Daily;2020-10-27;10;Edmonton International;77;Leduc County;Alberta;Canada
Daily;2020-04-22;10;Edmonton International;82;Leduc County;Alberta;Canada
Daily;2020-06-10;10;Edmonton International;54;Leduc County;Alberta;Canada
Daily;2020-06-17;10;Edmonton International;61;Leduc County;Alberta;Canada
Daily;2020-09-09;10;Edmonton International;91;Leduc County;Alberta;Canada
Daily;2020-11-01;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-11-19;10;Edmonton International;100;Leduc County;Alberta;Canada
Daily;2020-03-24;10;Edmonton International;66;Leduc County;Alberta;Canada
Daily;2020-07-27;10;Edmonton International;80;Leduc County;Alberta;Canada
Daily;2020-05-15;10;Vancouver International;68;Richmond;British Columbia;Canada
Daily;2020-08-24;10;Vancouver International;88;Richmond;British Columbia;Canada
Daily;2020-09-10;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-10-01;10;Vancouver International;93;Richmond;British Columbia;Canada
Daily;2020-10-16;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-05-16;10;Vancouver International;64;Richmond;British Columbia;Canada
Daily;2020-06-23;10;Vancouver International;80;Richmond;British Columbia;Canada
Daily;2020-07-20;10;Vancouver International;92;Richmond;British Columbia;Canada
Daily;2020-08-12;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-08-21;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-10-10;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-03-27;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-04-02;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-04-30;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-07-03;10;Vancouver International;79;Richmond;British Columbia;Canada
Daily;2020-07-19;10;Vancouver International;61;Richmond;British Columbia;Canada
Daily;2020-08-25;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-09-20;10;Vancouver International;60;Richmond;British Columbia;Canada
Daily;2020-09-21;10;Vancouver International;92;Richmond;British Columbia;Canada
Daily;2020-10-26;10;Vancouver International;90;Richmond;British Columbia;Canada
Daily;2020-11-27;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-04-29;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-05-23;10;Vancouver International;61;Richmond;British Columbia;Canada
Daily;2020-06-12;10;Vancouver International;79;Richmond;British Columbia;Canada
Daily;2020-06-25;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-07-28;10;Vancouver International;81;Richmond;British Columbia;Canada
Daily;2020-08-09;10;Vancouver International;77;Richmond;British Columbia;Canada
Daily;2020-10-04;10;Vancouver International;63;Richmond;British Columbia;Canada
Daily;2020-10-08;10;Vancouver International;90;Richmond;British Columbia;Canada
Daily;2020-04-06;10;Vancouver International;80;Richmond;British Columbia;Canada
Daily;2020-10-03;10;Vancouver International;66;Richmond;British Columbia;Canada
Daily;2020-11-21;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-04-10;10;Vancouver International;24;Richmond;British Columbia;Canada
Daily;2020-06-05;10;Vancouver International;77;Richmond;British Columbia;Canada
Daily;2020-06-08;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-07-10;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-03-26;10;Vancouver International;81;Richmond;British Columbia;Canada
Daily;2020-04-23;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-06-30;10;Vancouver International;88;Richmond;British Columbia;Canada
Daily;2020-07-02;10;Vancouver International;65;Richmond;British Columbia;Canada
Daily;2020-10-14;10;Vancouver International;90;Richmond;British Columbia;Canada
Daily;2020-10-09;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-10-17;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-11-30;10;Vancouver International;90;Richmond;British Columbia;Canada
Daily;2020-06-13;10;Vancouver International;67;Richmond;British Columbia;Canada
Daily;2020-09-25;10;Vancouver International;88;Richmond;British Columbia;Canada
Daily;2020-10-21;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-11-22;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-03-21;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-06-19;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-08-14;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-08-28;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-11-26;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-04-14;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-04-19;10;Vancouver International;61;Richmond;British Columbia;Canada
Daily;2020-09-18;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-10-07;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-05-01;10;Vancouver International;74;Richmond;British Columbia;Canada
Daily;2020-05-05;10;Vancouver International;76;Richmond;British Columbia;Canada
Daily;2020-05-18;10;Vancouver International;22;Richmond;British Columbia;Canada
Daily;2020-06-29;10;Vancouver International;93;Richmond;British Columbia;Canada
Daily;2020-07-07;10;Vancouver International;92;Richmond;British Columbia;Canada
Daily;2020-07-17;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-10-25;10;Vancouver International;71;Richmond;British Columbia;Canada
Daily;2020-11-04;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-03-19;10;Vancouver International;92;Richmond;British Columbia;Canada
Daily;2020-08-01;10;Vancouver International;66;Richmond;British Columbia;Canada
Daily;2020-09-16;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-12-02;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-05-08;10;Vancouver International;71;Richmond;British Columbia;Canada
Daily;2020-08-03;10;Vancouver International;18;Richmond;British Columbia;Canada
Daily;2020-08-15;10;Vancouver International;69;Richmond;British Columbia;Canada
Daily;2020-10-11;10;Vancouver International;55;Richmond;British Columbia;Canada
Daily;2020-03-30;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-11-25;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-04-25;10;Vancouver International;55;Richmond;British Columbia;Canada
Daily;2020-06-04;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-06-20;10;Vancouver International;68;Richmond;British Columbia;Canada
Daily;2020-06-27;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-09-14;10;Vancouver International;90;Richmond;British Columbia;Canada
Daily;2020-11-01;10;Vancouver International;55;Richmond;British Columbia;Canada
Daily;2020-04-09;10;Vancouver International;75;Richmond;British Columbia;Canada
Daily;2020-04-26;10;Vancouver International;41;Richmond;British Columbia;Canada
Daily;2020-05-27;10;Vancouver International;77;Richmond;British Columbia;Canada
Daily;2020-06-10;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-08-27;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-09-07;10;Vancouver International;20;Richmond;British Columbia;Canada
Daily;2020-11-03;10;Vancouver International;81;Richmond;British Columbia;Canada
Daily;2020-11-11;10;Vancouver International;42;Richmond;British Columbia;Canada
Daily;2020-06-15;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-07-08;10;Vancouver International;80;Richmond;British Columbia;Canada
Daily;2020-09-06;10;Vancouver International;45;Richmond;British Columbia;Canada
Daily;2020-09-23;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-10-29;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-04-15;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-07-26;10;Vancouver International;65;Richmond;British Columbia;Canada
Daily;2020-06-07;10;Vancouver International;52;Richmond;British Columbia;Canada
Daily;2020-07-16;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-07-22;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-08-08;10;Vancouver International;68;Richmond;British Columbia;Canada
Daily;2020-08-22;10;Vancouver International;69;Richmond;British Columbia;Canada
Daily;2020-09-12;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-05-22;10;Vancouver International;74;Richmond;British Columbia;Canada
Daily;2020-07-25;10;Vancouver International;65;Richmond;British Columbia;Canada
Daily;2020-10-05;10;Vancouver International;92;Richmond;British Columbia;Canada
Daily;2020-11-24;10;Vancouver International;94;Richmond;British Columbia;Canada
Daily;2020-04-07;10;Vancouver International;69;Richmond;British Columbia;Canada
Daily;2020-05-14;10;Vancouver International;75;Richmond;British Columbia;Canada
Daily;2020-09-04;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-09-11;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-06-16;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-06-22;10;Vancouver International;94;Richmond;British Columbia;Canada
Daily;2020-09-09;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-03-17;10;Vancouver International;93;Richmond;British Columbia;Canada
Daily;2020-03-18;10;Vancouver International;97;Richmond;British Columbia;Canada
Daily;2020-03-25;10;Vancouver International;81;Richmond;British Columbia;Canada
Daily;2020-04-17;10;Vancouver International;73;Richmond;British Columbia;Canada
Daily;2020-05-28;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-07-04;10;Vancouver International;71;Richmond;British Columbia;Canada
Daily;2020-08-26;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-10-15;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-11-17;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-04-16;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-05-06;10;Vancouver International;76;Richmond;British Columbia;Canada
Daily;2020-08-19;10;Vancouver International;88;Richmond;British Columbia;Canada
Daily;2020-09-08;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-05-17;10;Vancouver International;49;Richmond;British Columbia;Canada
Daily;2020-07-01;10;Vancouver International;33;Richmond;British Columbia;Canada
Daily;2020-07-05;10;Vancouver International;68;Richmond;British Columbia;Canada
Daily;2020-07-11;10;Vancouver International;66;Richmond;British Columbia;Canada
Daily;2020-11-14;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-03-29;10;Vancouver International;63;Richmond;British Columbia;Canada
Daily;2020-07-31;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-09-02;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-11-20;10;Vancouver International;93;Richmond;British Columbia;Canada
Daily;2020-03-22;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-03-23;10;Vancouver International;97;Richmond;British Columbia;Canada
Daily;2020-04-22;10;Vancouver International;71;Richmond;British Columbia;Canada
Daily;2020-05-20;10;Vancouver International;75;Richmond;British Columbia;Canada
Daily;2020-07-15;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-07-27;10;Vancouver International;96;Richmond;British Columbia;Canada
Daily;2020-08-04;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-08-06;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-09-13;10;Vancouver International;63;Richmond;British Columbia;Canada
Daily;2020-10-19;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-10-22;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-03-24;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-05-13;10;Vancouver International;79;Richmond;British Columbia;Canada
Daily;2020-05-26;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-06-21;10;Vancouver International;65;Richmond;British Columbia;Canada
Daily;2020-08-05;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-08-20;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-04-01;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-05-10;10;Vancouver International;56;Richmond;British Columbia;Canada
Daily;2020-11-05;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-03-31;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-04-04;10;Vancouver International;55;Richmond;British Columbia;Canada
Daily;2020-05-09;10;Vancouver International;59;Richmond;British Columbia;Canada
Daily;2020-05-12;10;Vancouver International;81;Richmond;British Columbia;Canada
Daily;2020-04-24;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-05-03;10;Vancouver International;49;Richmond;British Columbia;Canada
Daily;2020-10-06;10;Vancouver International;93;Richmond;British Columbia;Canada
Daily;2020-10-12;10;Vancouver International;21;Richmond;British Columbia;Canada
Daily;2020-11-06;10;Vancouver International;80;Richmond;British Columbia;Canada
Daily;2020-04-13;10;Vancouver International;72;Richmond;British Columbia;Canada
Daily;2020-05-25;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-05-30;10;Vancouver International;65;Richmond;British Columbia;Canada
Daily;2020-07-21;10;Vancouver International;90;Richmond;British Columbia;Canada
Daily;2020-08-18;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-09-27;10;Vancouver International;56;Richmond;British Columbia;Canada
Daily;2020-11-12;10;Vancouver International;58;Richmond;British Columbia;Canada
Daily;2020-03-16;10;Vancouver International;100;Richmond;British Columbia;Canada
Daily;2020-04-08;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-04-11;10;Vancouver International;29;Richmond;British Columbia;Canada
Daily;2020-08-07;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-09-05;10;Vancouver International;75;Richmond;British Columbia;Canada
Daily;2020-09-28;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-09-29;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-10-27;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-11-07;10;Vancouver International;76;Richmond;British Columbia;Canada
Daily;2020-04-20;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-06-11;10;Vancouver International;80;Richmond;British Columbia;Canada
Daily;2020-09-24;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-10-23;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-04-05;10;Vancouver International;54;Richmond;British Columbia;Canada
Daily;2020-04-12;10;Vancouver International;50;Richmond;British Columbia;Canada
Daily;2020-04-27;10;Vancouver International;79;Richmond;British Columbia;Canada
Daily;2020-06-01;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-09-15;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-03-28;10;Vancouver International;71;Richmond;British Columbia;Canada
Daily;2020-04-28;10;Vancouver International;73;Richmond;British Columbia;Canada
Daily;2020-07-14;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-09-17;10;Vancouver International;88;Richmond;British Columbia;Canada
Daily;2020-09-19;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-04-21;10;Vancouver International;77;Richmond;British Columbia;Canada
Daily;2020-06-09;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-10-24;10;Vancouver International;74;Richmond;British Columbia;Canada
Daily;2020-11-13;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-04-03;10;Vancouver International;80;Richmond;British Columbia;Canada
Daily;2020-05-04;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-07-24;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-08-02;10;Vancouver International;53;Richmond;British Columbia;Canada
Daily;2020-08-11;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-06-03;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-06-24;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-07-06;10;Vancouver International;99;Richmond;British Columbia;Canada
Daily;2020-07-29;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-09-30;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-11-19;10;Vancouver International;90;Richmond;British Columbia;Canada
Daily;2020-05-19;10;Vancouver International;62;Richmond;British Columbia;Canada
Daily;2020-05-31;10;Vancouver International;65;Richmond;British Columbia;Canada
Daily;2020-07-09;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-08-13;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-08-23;10;Vancouver International;56;Richmond;British Columbia;Canada
Daily;2020-09-26;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-10-02;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-11-09;10;Vancouver International;81;Richmond;British Columbia;Canada
Daily;2020-06-18;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-11-10;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-11-28;10;Vancouver International;94;Richmond;British Columbia;Canada
Daily;2020-04-18;10;Vancouver International;59;Richmond;British Columbia;Canada
Daily;2020-06-14;10;Vancouver International;57;Richmond;British Columbia;Canada
Daily;2020-09-01;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-05-07;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-05-21;10;Vancouver International;78;Richmond;British Columbia;Canada
Daily;2020-06-28;10;Vancouver International;59;Richmond;British Columbia;Canada
Daily;2020-07-12;10;Vancouver International;75;Richmond;British Columbia;Canada
Daily;2020-07-13;10;Vancouver International;98;Richmond;British Columbia;Canada
Daily;2020-07-30;10;Vancouver International;86;Richmond;British Columbia;Canada
Daily;2020-11-15;10;Vancouver International;56;Richmond;British Columbia;Canada
Daily;2020-11-23;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-11-29;10;Vancouver International;98;Richmond;British Columbia;Canada
Daily;2020-05-29;10;Vancouver International;82;Richmond;British Columbia;Canada
Daily;2020-06-02;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-08-30;10;Vancouver International;60;Richmond;British Columbia;Canada
Daily;2020-10-13;10;Vancouver International;68;Richmond;British Columbia;Canada
Daily;2020-10-20;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-11-08;10;Vancouver International;54;Richmond;British Columbia;Canada
Daily;2020-06-26;10;Vancouver International;81;Richmond;British Columbia;Canada
Daily;2020-07-23;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-08-10;10;Vancouver International;92;Richmond;British Columbia;Canada
Daily;2020-11-02;10;Vancouver International;83;Richmond;British Columbia;Canada
Daily;2020-05-02;10;Vancouver International;63;Richmond;British Columbia;Canada
Daily;2020-05-11;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-09-22;10;Vancouver International;87;Richmond;British Columbia;Canada
Daily;2020-10-18;10;Vancouver International;71;Richmond;British Columbia;Canada
Daily;2020-10-28;10;Vancouver International;88;Richmond;British Columbia;Canada
Daily;2020-03-20;10;Vancouver International;94;Richmond;British Columbia;Canada
Daily;2020-05-24;10;Vancouver International;73;Richmond;British Columbia;Canada
Daily;2020-06-06;10;Vancouver International;58;Richmond;British Columbia;Canada
Daily;2020-06-17;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-07-18;10;Vancouver International;67;Richmond;British Columbia;Canada
Daily;2020-08-16;10;Vancouver International;55;Richmond;British Columbia;Canada
Daily;2020-08-29;10;Vancouver International;70;Richmond;British Columbia;Canada
Daily;2020-08-31;10;Vancouver International;84;Richmond;British Columbia;Canada
Daily;2020-09-03;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-10-30;10;Vancouver International;85;Richmond;British Columbia;Canada
Daily;2020-10-31;10;Vancouver International;60;Richmond;British Columbia;Canada
Daily;2020-11-16;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-11-18;10;Vancouver International;89;Richmond;British Columbia;Canada
Daily;2020-12-01;10;Vancouver International;91;Richmond;British Columbia;Canada
Daily;2020-05-27;10;Winnipeg International;100;Winnipeg;Manitoba;Canada
Daily;2020-06-24;10;Winnipeg International;99;Winnipeg;Manitoba;Canada
Daily;2020-07-30;10;Winnipeg International;86;Winnipeg;Manitoba;Canada
Daily;2020-08-29;10;Winnipeg International;91;Winnipeg;Manitoba;Canada
Daily;2020-09-02;10;Winnipeg International;94;Winnipeg;Manitoba;Canada
